english_name,slovak_name,atc_primary,atc_all
fostamatinib,,B02BX09,
concizumab,,B02BX10,
ferrous glycine sulfate,,B03AA01,
ferrous fumarate,,B03AA02,
ferrous gluconate,,B03AA03,
ferrous carbonate,,B03AA04,
ferrous chloride,,B03AA05,
ferrous succinate,,B03AA06,
ferrous sulfate,,B03AA07,
ferrous tartrate,,B03AA08,
ferrous aspartate,,B03AA09,
ferrous ascorbate,,B03AA10,
ferrous iodine,,B03AA11,
ferrous sodium citrate,,B03AA12,
ferric sodium citrate,,B03AB01,
saccharated iron oxide,,B03AB02,
sodium feredetate,,B03AB03,
ferric hydroxide,,B03AB04,
ferric oxide polymaltose complexes,,B03AB05,
chondroitin sulfate-iron complex,,B03AB07,
ferric acetyl transferrin,,B03AB08,
ferric proteinsuccinylate,,B03AB09,
ferric maltol,,B03AB10,
ferrous amino acid complex and folic acid,,B03AD01,
ferrous fumarate and folic acid,,B03AD02,
ferrous sulfate and folic acid,,B03AD03,
ferric oxide polymaltose complexes and folic acid,,B03AD04,
ferrous gluconate and folic acid,,B03AD05,
"iron, vitamin B12 and folic acid",,B03AE01,
"iron, multivitamins and folic acid",,B03AE02,
iron and multivitamins,,B03AE03,
"iron, multivitamins and minerals",,B03AE04,
various combinations,,B03AE10,D10AX30
cyanocobalamin,,B03BA01,
cyanocobalamin tannin complex,,B03BA02,
hydroxocobalamin,,B03BA03,V03AB33
cobamamide,,B03BA04,
mecobalamin,,B03BA05,
"cyanocobalamin, combinations",,B03BA51,
"hydroxocobalamin, combinations",,B03BA53,
folic acid,,B03BB01,V04CX02
"folic acid, combinations",,B03BB51,
erythropoietin,,B03XA01,
darbepoetin alfa,,B03XA02,
methoxy polyethylene glycol-epoetin beta,,B03XA03,
peginesatide,,B03XA04,
roxadustat,,B03XA05,
luspatercept,,B03XA06,
daprodustat,,B03XA07,
vadadustat,,B03XA08,
albumin,,B05AA01,
other plasma protein fractions,,B05AA02,
fluorocarbon blood substitutes,,B05AA03,
dextran,,B05AA05,
gelatin agents,,B05AA06,
hydroxyethylstarch,,B05AA07,
hemoglobin crosfumaril,,B05AA08,
hemoglobin raffimer,,B05AA09,
hemoglobin glutamer (bovine),,B05AA10,
erythrocytes,,B05AX01,
thrombocytes,,B05AX02,
blood plasma,,B05AX03,
stem cells from umbilical cord blood,,B05AX04,
amino acids,,B05BA01,
fat emulsions,,B05BA02,
carbohydrates,,B05BA03,
protein hydrolysates,,B05BA04,
electrolytes,,B05BB01,
electrolytes with carbohydrates,,B05BB02,
trometamol,,B05BB03,B05XX02
electrolytes in combination with other drugs,,B05BB04,B05XA31
carbamide,,B05BC02,D02AE01
cetylpyridinium,,B05CA01,D08AJ03;D09AA07;R02AA06
nitrofural,,B05CA03,D08AF01;D09AA03;P01CC02;S01AX04;S02AA02
sulfamethizole,,B05CA04,D06BA04;J01EB02;S01AB01
taurolidine,,B05CA05,
mandelic acid,,B05CA06,J01XX06
noxytiolin,,B05CA07,
ethacridine lactate,,B05CA08,D08AA01
sodium citrate,,B05CB02,
sodium bicarbonate,,B05CB04,B05XA02
glucose,,B05CX01,V04CA02;V06DC01
glycine,,B05CX03,
ammonium chloride,,B05XA04,G04BA01
"potassium phosphate, incl. combinations with other potassium salts",,B05XA06,
sodium acetate,,B05XA08,
magnesium phosphate,,B05XA10,
zinc chloride,,B05XA12,
sodium glycerophosphate,,B05XA14,
potassium lactate,,B05XA15,
cardioplegia solutions,,B05XA16,
potassium acetate,,B05XA17,
combinations of electrolytes,,B05XA30,
arginine hydrochloride,,B05XB01,
alanyl glutamine,,B05XB02,
lysine,,B05XB03,
fibrinolysin and desoxyribonuclease,,B06AA02,
hyaluronidase,,B06AA03,
chymotrypsin,,B06AA04,S01KX01
trypsin,,B06AA07,D03BA01
desoxyribonuclease,,B06AA10,
"streptokinase, combinations",,B06AA55,
hemin,,B06AB01,
"c1-inhibitor, plasma derived",,B06AC01,
icatibant,,B06AC02,
ecallantide,,B06AC03,
conestat alfa,,B06AC04,
lanadelumab,,B06AC05,
berotralstat,,B06AC06,
crizanlizumab,,B06AX01,
betibeglogene autotemcel,,B06AX02,
voxelotor,,B06AX03,
mitapivat,,B06AX04,
exagamglogene autotemcel,,B06AX05,
acetyldigitoxin,,C01AA01,
acetyldigoxin,,C01AA02,
digitalis leaves,,C01AA03,
digitoxin,,C01AA04,
digoxin,,C01AA05,
lanatoside C,,C01AA06,
deslanoside,,C01AA07,
metildigoxin,,C01AA08,
gitoformate,,C01AA09,
"acetyldigoxin, combinations",,C01AA52,
proscillaridin,,C01AB01,
"proscillaridin, combinations",,C01AB51,
g-strophanthin,,C01AC01,
cymarin,,C01AC03,
peruvoside,,C01AX02,
quinidine,,C01BA01,
procainamide,,C01BA02,
disopyramide,,C01BA03,
sparteine,,C01BA04,
ajmaline,,C01BA05,
prajmaline,,C01BA08,
lorajmine,,C01BA12,
hydroquinidine,,C01BA13,
"quinidine, combinations excl. psycholeptics",,C01BA51,
"quinidine, combinations with psycholeptics",,C01BA71,
lidocaine,,C01BB01,C05AD01;D04AB01;N01BB02;R02AD02;S01HA07;S02DA01
mexiletine,,C01BB02,
tocainide,,C01BB03,
aprindine,,C01BB04,
propafenone,,C01BC03,
flecainide,,C01BC04,
lorcainide,,C01BC07,
encainide,,C01BC08,
ethacizine,,C01BC09,
amiodarone,,C01BD01,
bretylium tosilate,,C01BD02,
bunaftine,,C01BD03,
dofetilide,,C01BD04,
ibutilide,,C01BD05,
tedisamil,,C01BD06,
dronedarone,,C01BD07,
moracizine,,C01BG01,
cibenzoline,,C01BG07,
vernakalant,,C01BG11,
etilefrine,,C01CA01,
isoprenaline,,C01CA02,R03AB02;R03CB01
norepinephrine,,C01CA03,
dopamine,,C01CA04,
norfenefrine,,C01CA05,
phenylephrine,,C01CA06,C05AX06;R01AA04;R01AB01;R01BA03;S01FB01;S01GA05
dobutamine,,C01CA07,
oxedrine,,C01CA08,S01GA06
metaraminol,,C01CA09,
methoxamine,,C01CA10,
mephentermine,,C01CA11,
dimetofrine,,C01CA12,
prenalterol,,C01CA13,
dopexamine,,C01CA14,
gepefrine,,C01CA15,
ibopamine,,C01CA16,S01FB03
midodrine,,C01CA17,
octopamine,,C01CA18,
fenoldopam,,C01CA19,
cafedrine,,C01CA21,
arbutamine,,C01CA22,
theodrenaline,,C01CA23,
amezinium metilsulfate,,C01CA25,
ephedrine,,C01CA26,R01AA03;R01AB05;R03CA02;S01FB02
droxidopa,,C01CA27,
centhaquine,,C01CA28,
"etilefrine, combinations",,C01CA51,
amrinone,,C01CE01,
milrinone,,C01CE02,
enoximone,,C01CE03,
bucladesine,,C01CE04,
angiotensinamide,,C01CX06,
xamoterol,,C01CX07,
levosimendan,,C01CX08,
angiotensin II,,C01CX09,
omecamtiv mecarbil,,C01CX10,
glyceryl trinitrate,,C01DA02,C05AE01
methylpropylpropanediol dinitrate,,C01DA04,
pentaerithrityl tetranitrate,,C01DA05,
propatylnitrate,,C01DA07,
isosorbide dinitrate,,C01DA08,C05AE02
trolnitrate,,C01DA09,
eritrityl tetranitrate,,C01DA13,
isosorbide mononitrate,,C01DA14,
organic nitrates in combination,,C01DA20,
tenitramine,,C01DA38,
"glyceryl trinitrate, combinations",,C01DA52,
"methylpropylpropanediol dinitrate, combinations",,C01DA54,
"pentaerithrityl tetranitrate, combinations",,C01DA55,
"propatylnitrate, combinations",,C01DA57,
"isosorbide dinitrate, combinations",,C01DA58,
"trolnitrate, combinations",,C01DA59,
"eritrityl tetranitrate, combinations",,C01DA63,
organic nitrates in combination with psycholeptics,,C01DA70,
flosequinan,,C01DB01,
itramin tosilate,,C01DX01,
prenylamine,,C01DX02,
oxyfedrine,,C01DX03,
benziodarone,,C01DX04,
carbocromen,,C01DX05,
hexobendine,,C01DX06,
etafenone,,C01DX07,
heptaminol,,C01DX08,
imolamine,,C01DX09,
dilazep,,C01DX10,
trapidil,,C01DX11,
molsidomine,,C01DX12,
efloxate,,C01DX13,
cinepazet,,C01DX14,
cloridarol,,C01DX15,
nicorandil,,C01DX16,
linsidomine,,C01DX18,
nesiritide,,C01DX19,
serelaxin,,C01DX21,
vericiguat,,C01DX22,
"itramin tosilate, combinations",,C01DX51,
"prenylamine, combinations",,C01DX52,
"oxyfedrine, combinations",,C01DX53,
"benziodarone, combinations",,C01DX54,
alprostadil,,C01EA01,G04BE01
camphora,,C01EB02,
indometacin,,C01EB03,M01AB01;M02AA23;S01BC01
crataegus glycosides,,C01EB04,
creatinolfosfate,,C01EB05,
fosfocreatine,,C01EB06,
"fructose 1,6-diphosphate",,C01EB07,
ubidecarenone,,C01EB09,
adenosine,,C01EB10,
tiracizine,,C01EB11,
acadesine,,C01EB13,
trimetazidine,,C01EB15,
ibuprofen,,C01EB16,G02CC01;M01AE01;M02AA13;R02AX02
ivabradine,,C01EB17,
ranolazine,,C01EB18,
regadenoson,,C01EB21,
meldonium,,C01EB22,
tiazotic acid,,C01EB23,
mavacamten,,C01EB24,
rescinnamine,,C02AA01,
reserpine,,C02AA02,
combinations of rauwolfia alkaloids,,C02AA03,
"rauwolfia alkaloids, whole root",,C02AA04,
deserpidine,,C02AA05,
methoserpidine,,C02AA06,
bietaserpine,,C02AA07,
"reserpine, combinations",,C02AA52,
"combinations of rauwolfia alkoloids, combinations",,C02AA53,
"bietaserpine, combinations",,C02AA57,
methyldopa (levorotatory),,C02AB01,
methyldopa (racemic),,C02AB02,
clonidine,,C02AC01,N02CX02;S01EA04
guanfacine,,C02AC02,
tolonidine,,C02AC04,
moxonidine,,C02AC05,
rilmenidine,,C02AC06,
trimetaphan,,C02BA01,
mecamylamine,,C02BB01,
prazosin,,C02CA01,
indoramin,,C02CA02,
trimazosin,,C02CA03,
doxazosin,,C02CA04,
urapidil,,C02CA06,
betanidine,,C02CC01,
guanethidine,,C02CC02,S01EX01
guanoxan,,C02CC03,
debrisoquine,,C02CC04,
guanoclor,,C02CC05,
guanazodine,,C02CC06,
guanoxabenz,,C02CC07,
diazoxide,,C02DA01,V03AH01
dihydralazine,,C02DB01,
hydralazine,,C02DB02,
endralazine,,C02DB03,
cadralazine,,C02DB04,
minoxidil,,C02DC01,D11AX01
nitroprusside,,C02DD01,
pinacidil,,C02DG01,
veratrum,,C02KA01,
metirosine,,C02KB01,
pargyline,,C02KC01,
ketanserin,,C02KD01,
aprocitentan,,C02KN01,
bosentan,,C02KX01,
ambrisentan,,C02KX02,
sitaxentan,,C02KX03,
macitentan,,C02KX04,
riociguat,,C02KX05,
ambrisentan and tadalafil,,C02KX52,
macitentan and tadalafil,,C02KX54,
reserpine and diuretics,,C02LA01,
rescinnamine and diuretics,,C02LA02,
deserpidine and diuretics,,C02LA03,
methoserpidine and diuretics,,C02LA04,
bietaserpine and diuretics,,C02LA07,
"rauwolfia alkaloids, whole root and diuretics",,C02LA08,
syrosingopine and diuretics,,C02LA09,
combination of rauwolfia alkaloids and diuretics incl. other combinations,,C02LA50,
"reserpine and diuretics, combinations with other drugs",,C02LA51,
"rescinnamine and diuretics, combinations with other drugs",,C02LA52,
"reserpine and diuretics, combinations with psycholeptics",,C02LA71,
methyldopa (levorotatory) and diuretics,,C02LB01,
clonidine and diuretics,,C02LC01,
moxonidine and diuretics,,C02LC05,
"clonidine and diuretics, combinations with other drugs",,C02LC51,
prazosin and diuretics,,C02LE01,
guanethidine and diuretics,,C02LF01,
dihydralazine and diuretics,,C02LG01,
hydralazine and diuretics,,C02LG02,
picodralazine and diuretics,,C02LG03,
"dihydralazine and diuretics, combinations with other drugs",,C02LG51,
"picodralazine and diuretics, combinations with psycholeptics",,C02LG73,
veratrum and diuretics,,C02LK01,
pargyline and diuretics,,C02LL01,
pinacidil and diuretics,,C02LX01,
bendroflumethiazide,,C03AA01,
hydroflumethiazide,,C03AA02,
hydrochlorothiazide,,C03AA03,
chlorothiazide,,C03AA04,
polythiazide,,C03AA05,
trichlormethiazide,,C03AA06,
cyclopenthiazide,,C03AA07,
methyclothiazide,,C03AA08,
cyclothiazide,,C03AA09,
mebutizide,,C03AA13,
bendroflumethiazide and potassium,,C03AB01,
hydroflumethiazide and potassium,,C03AB02,
hydrochlorothiazide and potassium,,C03AB03,
chlorothiazide and potassium,,C03AB04,
polythiazide and potassium,,C03AB05,
trichlormethiazide and potassium,,C03AB06,
cyclopenthiazide and potassium,,C03AB07,
methyclothiazide and potassium,,C03AB08,
cyclothiazide and potassium,,C03AB09,
"chlorothiazide, combinations",,C03AH01,
"hydroflumethiazide, combinations",,C03AH02,
"hydrochlorothiazide, combinations",,C03AX01,
quinethazone,,C03BA02,
clopamide,,C03BA03,
chlortalidone,,C03BA04,
mefruside,,C03BA05,
clofenamide,,C03BA07,
metolazone,,C03BA08,
meticrane,,C03BA09,
xipamide,,C03BA10,
indapamide,,C03BA11,
clorexolone,,C03BA12,
fenquizone,,C03BA13,
"clorexolone, combinations with psycholeptics",,C03BA82,
quinethazone and potassium,,C03BB02,
clopamide and potassium,,C03BB03,
chlortalidone and potassium,,C03BB04,
mefruside and potassium,,C03BB05,
clofenamide and potassium,,C03BB07,
mersalyl,,C03BC01,
theobromine,,C03BD01,R03DA07
cicletanine,,C03BX03,
furosemide,,C03CA01,
bumetanide,,C03CA02,
piretanide,,C03CA03,
torasemide,,C03CA04,
furosemide and potassium,,C03CB01,
bumetanide and potassium,,C03CB02,
etacrynic acid,,C03CC01,
tienilic acid,,C03CC02,
muzolimine,,C03CD01,
etozolin,,C03CX01,
spironolactone,,C03DA01,
potassium canrenoate,,C03DA02,
canrenone,,C03DA03,
eplerenone,,C03DA04,
finerenone,,C03DA05,
amiloride,,C03DB01,
triamterene,,C03DB02,
hydrochlorothiazide and potassium-sparing agents,,C03EA01,
trichlormethiazide and potassium-sparing agents,,C03EA02,
epitizide and potassium-sparing agents,,C03EA03,
altizide and potassium-sparing agents,,C03EA04,
mebutizide and potassium-sparing agents,,C03EA05,
chlortalidone and potassium-sparing agents,,C03EA06,
cyclopenthiazide and potassium-sparing agents,,C03EA07,
metolazone and potassium-sparing agents,,C03EA12,
bendroflumethiazide and potassium-sparing agents,,C03EA13,
butizide and potassium-sparing agents,,C03EA14,
furosemide and potassium-sparing agents,,C03EB01,
bumetanide and potassium-sparing agents,,C03EB02,
tolvaptan,,C03XA01,
conivaptan,,C03XA02,
isoxsuprine,,C04AA01,
buphenine,,C04AA02,G02CA02
bamethan,,C04AA31,
phentolamine,,C04AB01,V03AB36
tolazoline,,C04AB02,M02AX02
nicotinic acid,,C04AC01,C10AD02
nicotinyl alcohol (pyridylcarbinol),,C04AC02,C10AD05
inositol nicotinate,,C04AC03,
ciclonicate,,C04AC07,
pentifylline,,C04AD01,
xantinol nicotinate,,C04AD02,
pentoxifylline,,C04AD03,
etofylline nicotinate,,C04AD04,
ergoloid mesylates,,C04AE01,
nicergoline,,C04AE02,
dihydroergocristine,,C04AE04,
"ergoloid mesylates, combinations",,C04AE51,
"dihydroergocristine, combinations",,C04AE54,
kallidinogenase,,C04AF01,
cyclandelate,,C04AX01,
phenoxybenzamine,,C04AX02,
vincamine,,C04AX07,
moxisylyte,,C04AX10,G04BE06
bencyclane,,C04AX11,
vinburnine,,C04AX17,
suloctidil,,C04AX19,
buflomedil,,C04AX20,
naftidrofuryl,,C04AX21,
butalamine,,C04AX23,
visnadine,,C04AX24,
cetiedil,,C04AX26,
cinepazide,,C04AX27,
ifenprodil,,C04AX28,
azapetine,,C04AX30,
fasudil,,C04AX32,
clazosentan,,C04AX33,
fluorometholone,,C05AA06,D07AB06;D07XB04;D10AA01;S01BA07;S01CB05
fluocortolone,,C05AA08,D07AC05;D07XC05;H02AB03
fluocinolone acetonide,,C05AA10,D07AC04;S01BA15;S02BA08
fluocinonide,,C05AA11,D07AC08
tetracaine,,C05AD02,D04AB06;N01BA03;S01HA03
benzocaine,,C05AD03,D04AB04;N01BA05;R02AD01
cinchocaine,,C05AD04,D04AB02;N01BB06;S01HA06;S02DA04
procaine,,C05AD05,N01BA02;S01HA05
oxetacaine,,C05AD06,
pramocaine,,C05AD07,D04AB07
diltiazem,,C05AE03,C08DB01
aluminium preparations,,C05AX01,
"bismuth preparations, combinations",,C05AX02,
"other preparations, combinations",,C05AX03,
zinc preparations,,C05AX04,
tribenoside,,C05AX05,C05CX01
organo-heparinoid,,C05BA01,
sodium apolate,,C05BA02,
pentosan polysulfate sodium,,C05BA04,G04BX15
"heparinoid, combinations",,C05BA51,
monoethanolamine oleate,,C05BB01,
polidocanol,,C05BB02,
invert sugar,,C05BB03,
sodium tetradecyl sulfate,,C05BB04,
phenol,,C05BB05,D08AE03;N01BX03;R02AA19
"glucose, combinations",,C05BB56,
calcium dobesilate,,C05BX01,
"calcium dobesilate, combinations",,C05BX51,
rutoside,,C05CA01,
monoxerutin,,C05CA02,
diosmin,,C05CA03,
troxerutin,,C05CA04,
hidrosmin,,C05CA05,
"rutoside, combinations",,C05CA51,
"diosmin, combinations",,C05CA53,
"troxerutin, combinations",,C05CA54,
naftazone,,C05CX02,
Hippocastani semen,,C05CX03,
beperminogene perplasmid,,C05XX01,
alprenolol,,C07AA01,
oxprenolol,,C07AA02,
pindolol,,C07AA03,
propranolol,,C07AA05,
timolol,,C07AA06,S01ED01
sotalol,,C07AA07,
nadolol,,C07AA12,
mepindolol,,C07AA14,
carteolol,,C07AA15,S01ED05
tertatolol,,C07AA16,
bopindolol,,C07AA17,
bupranolol,,C07AA19,
penbutolol,,C07AA23,
cloranolol,,C07AA27,
practolol,,C07AB01,
metoprolol,,C07AB02,
atenolol,,C07AB03,
acebutolol,,C07AB04,
betaxolol,,C07AB05,S01ED02
bevantolol,,C07AB06,
bisoprolol,,C07AB07,
celiprolol,,C07AB08,
esmolol,,C07AB09,
epanolol,,C07AB10,
s-atenolol,,C07AB11,
nebivolol,,C07AB12,
talinolol,,C07AB13,
landiolol,,C07AB14,
labetalol,,C07AG01,
carvedilol,,C07AG02,
oxprenolol and thiazides,,C07BA02,
propranolol and thiazides,,C07BA05,
timolol and thiazides,,C07BA06,
sotalol and thiazides,,C07BA07,
nadolol and thiazides,,C07BA12,
"metipranolol and thiazides, combinations",,C07BA68,
metoprolol and thiazides,,C07BB02,
atenolol and thiazides,,C07BB03,
acebutolol and thiazides,,C07BB04,
bevantolol and thiazides,,C07BB06,
bisoprolol and thiazides,,C07BB07,
nebivolol and thiazides,,C07BB12,
"metoprolol and thiazides, combinations",,C07BB52,
labetalol and thiazides,,C07BG01,
oxprenolol and other diuretics,,C07CA02,
pindolol and other diuretics,,C07CA03,
bopindolol and other diuretics,,C07CA17,
penbutolol and other diuretics,,C07CA23,
metoprolol and other diuretics,,C07CB02,
atenolol and other diuretics,,C07CB03,
"atenolol and other diuretics, combinations",,C07CB53,
labetalol and other diuretics,,C07CG01,
"timolol, thiazides and other diuretics",,C07DA06,
"atenolol, thiazides and other diuretics",,C07DB01,
metoprolol and felodipine,,C07FB02,
atenolol and nifedipine,,C07FB03,
bisoprolol and amlodipine,,C07FB07,
nebivolol and amlodipine,,C07FB12,
metoprolol and amlodipine,,C07FB13,
propranolol and other combinations,,C07FX01,
sotalol and acetylsalicylic acid,,C07FX02,
metoprolol and acetylsalicylic acid,,C07FX03,
bisoprolol and acetylsalicylic acid,,C07FX04,
metoprolol and ivabradine,,C07FX05,
carvedilol and ivabradine,,C07FX06,
amlodipine,,C08CA01,
felodipine,,C08CA02,
isradipine,,C08CA03,
nicardipine,,C08CA04,
nifedipine,,C08CA05,
nimodipine,,C08CA06,
nisoldipine,,C08CA07,
nitrendipine,,C08CA08,
lacidipine,,C08CA09,
nilvadipine,,C08CA10,
manidipine,,C08CA11,
barnidipine,,C08CA12,
lercanidipine,,C08CA13,
cilnidipine,,C08CA14,
benidipine,,C08CA15,
clevidipine,,C08CA16,
levamlodipine,,C08CA17,
amlodipine and celecoxib,,C08CA51,
"nifedipine, combinations",,C08CA55,
mibefradil,,C08CX01,
verapamil,,C08DA01,
gallopamil,,C08DA02,
"verapamil, combinations",,C08DA51,
fendiline,,C08EA01,
bepridil,,C08EA02,
lidoflazine,,C08EX01,
perhexiline,,C08EX02,
nifedipine and diuretics,,C08GA01,
amlodipine and diuretics,,C08GA02,
captopril,,C09AA01,
enalapril,,C09AA02,
lisinopril,,C09AA03,
perindopril,,C09AA04,
ramipril,,C09AA05,
quinapril,,C09AA06,
benazepril,,C09AA07,
cilazapril,,C09AA08,
fosinopril,,C09AA09,
trandolapril,,C09AA10,
spirapril,,C09AA11,
delapril,,C09AA12,
moexipril,,C09AA13,
temocapril,,C09AA14,
zofenopril,,C09AA15,
imidapril,,C09AA16,
captopril and diuretics,,C09BA01,
enalapril and diuretics,,C09BA02,
lisinopril and diuretics,,C09BA03,
perindopril and diuretics,,C09BA04,
ramipril and diuretics,,C09BA05,
quinapril and diuretics,,C09BA06,
benazepril and diuretics,,C09BA07,
cilazapril and diuretics,,C09BA08,
fosinopril and diuretics,,C09BA09,
delapril and diuretics,,C09BA12,
moexipril and diuretics,,C09BA13,
zofenopril and diuretics,,C09BA15,
enalapril and lercanidipine,,C09BB02,
lisinopril and amlodipine,,C09BB03,
perindopril and amlodipine,,C09BB04,
ramipril and felodipine,,C09BB05,
enalapril and nitrendipine,,C09BB06,
ramipril and amlodipine,,C09BB07,
trandolapril and verapamil,,C09BB10,
delapril and manidipine,,C09BB12,
benazepril and amlodipine,,C09BB13,
"perindopril, amlodipine and indapamide",,C09BX01,
perindopril and bisoprolol,,C09BX02,
"ramipril, amlodipine and hydrochlorothiazide",,C09BX03,
"perindopril, bisoprolol and amlodipine",,C09BX04,
ramipril and bisoprolol,,C09BX05,
"perindopril, bisoprolol, amlodipine and indapamide",,C09BX06,
zofenopril and nebivolol,,C09BX07,
losartan,,C09CA01,
eprosartan,,C09CA02,
valsartan,,C09CA03,
irbesartan,,C09CA04,
tasosartan,,C09CA05,
candesartan,,C09CA06,
telmisartan,,C09CA07,
olmesartan medoxomil,,C09CA08,
azilsartan medoxomil,,C09CA09,
fimasartan,,C09CA10,
losartan and diuretics,,C09DA01,
eprosartan and diuretics,,C09DA02,
valsartan and diuretics,,C09DA03,
irbesartan and diuretics,,C09DA04,
candesartan and diuretics,,C09DA06,
telmisartan and diuretics,,C09DA07,
olmesartan medoxomil and diuretics,,C09DA08,
azilsartan medoxomil and diuretics,,C09DA09,
fimasartan and diuretics,,C09DA10,
valsartan and amlodipine,,C09DB01,
olmesartan medoxomil and amlodipine,,C09DB02,
telmisartan and amlodipine,,C09DB04,
irbesartan and amlodipine,,C09DB05,
losartan and amlodipine,,C09DB06,
candesartan and amlodipine,,C09DB07,
valsartan and lercanidipine,,C09DB08,
fimasartan and amlodipine,,C09DB09,
"valsartan, amlodipine and hydrochlorothiazide",,C09DX01,
valsartan and aliskiren,,C09DX02,
"olmesartan medoxomil, amlodipine and hydrochlorothiazide",,C09DX03,
valsartan and sacubitril,,C09DX04,
valsartan and nebivolol,,C09DX05,
"candesartan, amlodipine and hydrochlorothiazide",,C09DX06,
"irbesartan, amlodipine and hydrochlorothiazide",,C09DX07,
"telmisartan, amlodipine and hydrochlorothiazide",,C09DX08,
remikiren,,C09XA01,
aliskiren,,C09XA02,
aliskiren and hydrochlorothiazide,,C09XA52,
aliskiren and amlodipine,,C09XA53,
"aliskiren, amlodipine and hydrochlorothiazide",,C09XA54,
simvastatin,,C10AA01,
lovastatin,,C10AA02,
pravastatin,,C10AA03,
fluvastatin,,C10AA04,
atorvastatin,,C10AA05,
cerivastatin,,C10AA06,
rosuvastatin,,C10AA07,
pitavastatin,,C10AA08,
clofibrate,,C10AB01,
bezafibrate,,C10AB02,
aluminium clofibrate,,C10AB03,
gemfibrozil,,C10AB04,
fenofibrate,,C10AB05,
simfibrate,,C10AB06,
ronifibrate,,C10AB07,
ciprofibrate,,C10AB08,
etofibrate,,C10AB09,
clofibride,,C10AB10,
choline fenofibrate,,C10AB11,
pemafibrate,,C10AB12,
colestyramine,,C10AC01,
colestipol,,C10AC02,
colextran,,C10AC03,
colesevelam,,C10AC04,
niceritrol,,C10AD01,
nicofuranose,,C10AD03,
aluminium nicotinate,,C10AD04,
acipimox,,C10AD06,
"nicotinic acid, combinations",,C10AD52,
dextrothyroxine,,C10AX01,
probucol,,C10AX02,
tiadenol,,C10AX03,
meglutol,,C10AX05,
omega-3-triglycerides incl. other esters and acids,,C10AX06,
magnesium pyridoxal 5-phosphate glutamate,,C10AX07,
policosanol,,C10AX08,
ezetimibe,,C10AX09,
alipogene tiparvovec,,C10AX10,
mipomersen,,C10AX11,
lomitapide,,C10AX12,
evolocumab,,C10AX13,
alirocumab,,C10AX14,
bempedoic acid,,C10AX15,
inclisiran,,C10AX16,
evinacumab,,C10AX17,
volanesorsen,,C10AX18,
lovastatin and nicotinic acid,,C10BA01,
simvastatin and ezetimibe,,C10BA02,
pravastatin and fenofibrate,,C10BA03,
simvastatin and fenofibrate,,C10BA04,
atorvastatin and ezetimibe,,C10BA05,
rosuvastatin and ezetimibe,,C10BA06,
rosuvastatin and omega-3 fatty acids,,C10BA07,
atorvastatin and omega-3 fatty acids,,C10BA08,
rosuvastatin and fenofibrate,,C10BA09,
bempedoic acid and ezetimibe,,C10BA10,
pravastatin and ezetimibe,,C10BA11,
"pravastatin, ezetimibe and fenofibrate",,C10BA12,
simvastatin and acetylsalicylic acid,,C10BX01,
pravastatin and acetylsalicylic acid,,C10BX02,
atorvastatin and amlodipine,,C10BX03,
"simvastatin, acetylsalicylic acid and ramipril",,C10BX04,
rosuvastatin and acetylsalicylic acid,,C10BX05,
"atorvastatin, acetylsalicylic acid and ramipril",,C10BX06,
"rosuvastatin, amlodipine and lisinopril",,C10BX07,
atorvastatin and acetylsalicylic acid,,C10BX08,
rosuvastatin and amlodipine,,C10BX09,
rosuvastatin and valsartan,,C10BX10,
"atorvastatin, amlodipine and perindopril",,C10BX11,
"atorvastatin, acetylsalicylic acid and perindopril",,C10BX12,
"rosuvastatin, perindopril and indapamide",,C10BX13,
"rosuvastatin, amlodipine and perindopril",,C10BX14,
atorvastatin and perindopril,,C10BX15,
rosuvastatin and fimasartan,,C10BX16,
rosuvastatin and ramipril,,C10BX17,
"atorvastatin, amlodipine and ramipril",,C10BX18,
"atorvastatin, amlodipine and candesartan",,C10BX19,
rosuvastatin and telmisartan,,C10BX20,
rosuvastatin and perindopril,,C10BX21,
hachimycin,,D01AA03,G01AA06;J02AA02
pecilocin,,D01AA04,
pyrrolnitrin,,D01AA07,
griseofulvin,,D01AA08,D01BA01
econazole,,D01AC03,G01AF05
chlormidazole,,D01AC04,
isoconazole,,D01AC05,G01AF07
tiabendazole,,D01AC06,P02CA02
tioconazole,,D01AC07,G01AF08
ketoconazole,,D01AC08,G01AF11;H02CA03;J02AB02
sulconazole,,D01AC09,
bifonazole,,D01AC10,
oxiconazole,,D01AC11,G01AF17
fenticonazole,,D01AC12,G01AF12
omoconazole,,D01AC13,G01AF16
sertaconazole,,D01AC14,G01AF19
fluconazole,,D01AC15,J02AC01
flutrimazole,,D01AC16,G01AF18
eberconazole,,D01AC17,
luliconazole,,D01AC18,
efinaconazole,,D01AC19,
imidazoles/triazoles in combination with corticosteroids,,D01AC20,
neticonazole,,D01AC21,
lanoconazole,,D01AC22,
"miconazole, combinations",,D01AC52,
"bifonazole, combinations",,D01AC60,
bromochlorosalicylanilide,,D01AE01,
methylrosaniline,,D01AE02,G01AX09
tribromometacresol,,D01AE03,
undecylenic acid,,D01AE04,
2-(4-chlorphenoxy)-ethanol,,D01AE06,
chlorphenesin,,D01AE07,
ticlatone,,D01AE08,
sulbentine,,D01AE09,
ethyl hydroxybenzoate,,D01AE10,
haloprogin,,D01AE11,
salicylic acid,,D01AE12,S01BC08
selenium sulfide,,D01AE13,
