section_id,section_name,group_id,group_name,field_id,field_label,field_type,options,description
psych_08,Will & Action,global,Global Acting Disturbances,psych_behavior_blocking,Blocking of behavior,checkbox,yes,"Sudden interruption of ongoing activity without clear reason."

psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_echolalia,Echolalia,checkbox,yes,"Automatic repetition of another person’s words."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_echopraxia,Echopraxia,checkbox,yes,"Automatic imitation of another person’s movements."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_echomimia,Echomimia,checkbox,yes,"Automatic imitation of facial expressions."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_posturing,Posturing,checkbox,yes,"Maintaining unusual or bizarre body positions."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_negativism,Negativism,checkbox,yes,"Motiveless resistance or doing the opposite of what is asked."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_catalepsy_waxy,Catalepsy / waxy flexibility,checkbox,yes,"Maintaining imposed posture, limbs stay where placed."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_automatisms,Automatisms,checkbox,yes,"Automatic purposeless acts performed without clear voluntary control."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_command_automatism,Command automatism,checkbox,yes,"Automatic obedience to instructions without critical judgment."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_mannerisms,Mannerisms,checkbox,yes,"Odd, exaggerated, stylized movements."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_stereotypies,Stereotypies,checkbox,yes,"Repetitive non-goal-directed movements."
psych_08,Will & Action,catatonia,Catatonic Symptoms,psych_paramimia,Paramimia,checkbox,yes,"Bizarre or incongruent facial expressions."

psych_08,Will & Action,questions,Questions,psych_q_motivation,Lack motivation for everyday tasks (hypobulia)?,checkbox,yes,"Screening for hypobulia/abulia affecting everyday tasks."
psych_08,Will & Action,questions,Questions,psych_q_overdriven,Overly driven to act (hyperbulia)?,checkbox,yes,"Screening for hyperbulia and overactivity."
psych_08,Will & Action,questions,Questions,psych_q_impulsive,Impulsive behaviors (stealing/travel/spending)?,checkbox,yes,"Screening for impulse-control problems (stealing, sudden travel, risky acts)."
psych_08,Will & Action,questions,Questions,psych_q_tics_stereotypy,Repetitive movements/tics/stereotypies?,checkbox,yes,"Screening for stereotypies/tics or repetitive motor behaviors."
psych_08,Will & Action,questions,Questions,psych_q_catatonia,Immobility/abnormal postures/catatonia?,checkbox,yes,"Screening for immobility, posturing, negativism, and other catatonic signs."

psych_09,Personality & Premorbid,premorbid,Premorbid Functioning,psych_premorbid_personality,Describe personality before illness,textarea,,
psych_09,Personality & Premorbid,premorbid,Premorbid Functioning,psych_interests_change,Interests changed (reduction/new pathological interests)?,checkbox,yes,"Reduction or shift in interests suggesting depression, negative symptoms, or personality change."
psych_09,Personality & Premorbid,premorbid,Premorbid Functioning,psych_depersonalization_like_different,Depersonalization/apersonalization (feel detached/different person)?,checkbox,yes,"Feeling detached, unreal, or “like a different person.”"
psych_09,Personality & Premorbid,premorbid,Premorbid Functioning,psych_interpersonal_difficulties,Long-standing interpersonal difficulties?,checkbox,yes,"Chronic problems in relationships suggesting premorbid traits or personality pathology."
psych_09,Personality & Premorbid,premorbid,Premorbid Functioning,psych_antisocial_selfdamaging,History of impulsive/antisocial/self-damaging behaviour?,checkbox,yes,"History of risky, aggressive, or self-harming patterns."

psych_09,Personality Disturbances,personality_list,Disturbance Types,psych_dist_interests,Disturbance of interests,checkbox,yes,"Loss of previous interests or development of pathological interests."
psych_09,Personality Disturbances,personality_list,Disturbance Types,psych_dist_abilities,Disturbance of abilities,checkbox,yes,"Decline in cognitive, social, or occupational functioning."
psych_09,Personality Disturbances,personality_list,Disturbance Types,psych_characteropathy,Characteropathy,checkbox,yes,"Acquired pathological change in character traits after illness/brain damage."
psych_09,Personality Disturbances,personality_list,Disturbance Types,psych_emotional_degradation,Emotional degradation,checkbox,yes,"Loss of higher emotional functions such as empathy or moral emotions."
psych_09,Personality Disturbances,personality_list,Disturbance Types,psych_personality_disintegration,Disintegration of personality,checkbox,yes,"Breakdown of coherence between thinking, emotions, and behavior."
psych_09,Personality Disturbances,personality_list,Disturbance Types,psych_self_image_disturbed,Disturbed self-image,checkbox,yes,"Identity distortion or unstable sense of self."

psych_10,Risk Assessment,suicidality,Suicidality,psych_risk_suicidal_thoughts,Thoughts of harming yourself?,checkbox,yes,"Presence of suicidal ideation (passive or active)."
psych_10,Risk Assessment,suicidality,Suicidality,psych_risk_suicidal_plan,Plan?,checkbox,yes,"Existence of a specific method or plan for suicide."
psych_10,Risk Assessment,suicidality,Suicidality,psych_risk_suicidal_means,Means?,checkbox,yes,"Access to tools or methods needed to carry out the plan."
psych_10,Risk Assessment,suicidality,Suicidality,psych_risk_suicidal_intent,Intent?,checkbox,yes,"Degree of likelihood the person will act on the plan."
psych_10,Risk Assessment,self_neglect,Self-neglect,psych_risk_selfcare,Eating/hygiene/ability to care for self?,textarea,,
psych_10,Risk Assessment,aggression,Homicidality / Aggression,psych_risk_harm_others,Thoughts of harming others?,checkbox,yes,"Homicidal ideation or violent impulses."
psych_10,Risk Assessment,aggression,Homicidality / Aggression,psych_risk_recent_violence,Recent violent behaviour?,checkbox,yes,"Recent acts of aggression raising immediate safety concerns."
psych_10,Risk Assessment,risk_from_others,Risk from Others,psych_risk_abuse,Being abused/controlled/exploited?,checkbox,yes,"Risk of harm from others including domestic violence or exploitation."
psych_10,Risk Assessment,summary,Risk Summary,psych_risk_notes,Risk notes/summary,textarea,,

psych_11,Past Psychiatric History,pph_core,Core Items,psych_pph_prev_dx,Previous diagnoses,textarea,,
psych_11,Past Psychiatric History,pph_core,Core Items,psych_pph_hospitalizations,Past hospitalizations (number/dates/reasons/outcomes),textarea,,
psych_11,Past Psychiatric History,pph_core,Core Items,psych_pph_past_episodes,Past episodes (depression/mania/psychosis/anxiety),textarea,,
psych_11,Past Psychiatric History,pph_core,Core Items,psych_pph_selfharm,Past suicide attempts/self-harm (methods/severity/triggers),textarea,,
psych_11,Past Psychiatric History,pph_core,Core Items,psych_pph_aggression,Past aggression/harm to others (context/legal),textarea,,
psych_11,Past Psychiatric History,pph_treatment,Previous Treatment,psych_pph_med_history,Medication history (classes/dose/duration/efficacy/tolerability),textarea,,
psych_11,Past Psychiatric History,pph_treatment,Previous Treatment,psych_pph_adverse_reactions,Adverse drug reactions (EPS/metabolic/allergic),textarea,,
psych_11,Past Psychiatric History,pph_treatment,Previous Treatment,psych_pph_adherence,Treatment adherence (patterns/reasons),textarea,,
psych_11,Past Psychiatric History,pph_treatment,Previous Treatment,psych_pph_psychotherapy,Psychotherapy history (type/duration/response),textarea,,
psych_11,Past Psychiatric History,pph_substances,Substances Impact,psych_pph_substance_impact,Substance use impact on psychiatric state,textarea,,
psych_11,Past Psychiatric History,pph_forensic,Forensic/Legal,psych_pph_forensic,Past forensic/legal issues relevant to risk,textarea,,

psych_12,Past Medical History,pmh_core,Somatic/Organic Contributors,psych_pmh_chronic,Chronic medical conditions,textarea,,
psych_12,Past Medical History,pmh_neuro,Neurological,psych_pmh_neuro,Neurological disorders (epilepsy/stroke/head trauma/dementia/Parkinsonism),textarea,,
psych_12,Past Medical History,pmh_endo,Endocrine/Metabolic,psych_pmh_endo,Endocrine disorders (thyroid/DM/adrenal/Cushing/Addison),textarea,,
psych_12,Past Medical History,pmh_infectious,Infectious,psych_pmh_infectious,Infectious diseases relevant (neurosyphilis/HIV etc.),textarea,,
psych_12,Past Medical History,pmh_operations,Operations,psych_pmh_operations,History of operations,textarea,,
psych_12,Past Medical History,pmh_meds,Current Medications,psych_pmh_current_meds,Current medications (incl. steroids/anticholinergics/BZDs/stimulants etc.),textarea,,
psych_12,Past Medical History,pmh_interactions,Interactions/Effects,psych_pmh_interactions,Medication interactions/psychiatric effects,textarea,,
psych_12,Past Medical History,pmh_allergies,Allergies,psych_pmh_allergies,Allergies (including psychotropic allergies),textarea,,
psych_12,Past Medical History,pmh_head_injury,Head Injury,psych_pmh_concussions,Head injuries/concussions (post-concussive syndromes),textarea,,
psych_12,Past Medical History,pmh_sleep,Sleep Disorders,psych_pmh_sleep,Sleep disorders (sleep apnea/insomnia origins),textarea,,

psych_13,Substance Use,sub_alcohol,Alcohol,psych_sub_alcohol_types,Alcohol types used (beer/wine/spirits/home-made),textarea,,
psych_13,Substance Use,sub_nicotine,Tobacco/Nicotine,psych_sub_nicotine_forms,Nicotine forms (cigarettes/vapes/heated/chewing),textarea,,
psych_13,Substance Use,sub_cannabis,Cannabis,psych_sub_cannabis,Cannabis (marijuana/hash/oils/THC vapes/synthetic cannabinoids),textarea,,
psych_13,Substance Use,sub_stimulants,Stimulants,psych_sub_stimulants,Stimulants (amphetamine/meth/MDMA/cocaine/cathinones/prescription),textarea,,
psych_13,Substance Use,sub_opioids,Opioids,psych_sub_opioids,Opioids (heroin/fentanyl/morphine/oxycodone/codeine/tramadol/methadone/buprenorphine),textarea,,
psych_13,Substance Use,sub_sedatives,Sedatives/Hypnotics,psych_sub_sedatives,Sedatives (BZDs/Z-drugs/pregabalin/gabapentin/barbiturates/GHB),textarea,,
psych_13,Substance Use,sub_hallucinogens,Hallucinogens/Psychedelics,psych_sub_hallucinogens,Hallucinogens (LSD/psilocybin/mescaline/DMT/NBOMe/2C-B),textarea,,
psych_13,Substance Use,sub_dissociatives,Dissociatives,psych_sub_dissociatives,Dissociatives (ketamine/PCP/DXM),textarea,,
psych_13,Substance Use,sub_inhalants,Inhalants,psych_sub_inhalants,Inhalants (glue/thinner/gasoline/N2O/butane),textarea,,
psych_13,Substance Use,sub_nps,Designer Drugs (NPS),psych_sub_nps,NPS (synthetic cannabinoids/novel opioids/cathinones/novel benzos),textarea,,
psych_13,Substance Use,sub_summary,Summary,psych_sub_summary,Overall substance use pattern and timing,textarea,,

psych_14,Family History,fam_psych,Psychiatric Disorders,psych_fam_psych,Family history of depression/bipolar/schizophrenia/anxiety/OCD/ADHD,textarea,,
psych_14,Family History,fam_suicide,Suicide/Self-harm,psych_fam_suicide,Family suicide/self-harm history,textarea,,
psych_14,Family History,fam_substance,Substance Use Disorders,psych_fam_substance,Family substance use disorders,textarea,,
psych_14,Family History,fam_personality,Personality/Behavior,psych_fam_personality,Personality disorders/antisocial traits/impulsivity in family,textarea,,
psych_14,Family History,fam_neurodev,Neurodevelopmental,psych_fam_neurodev,Autism/intellectual disability in family,textarea,,
psych_14,Family History,fam_dynamics,Dynamics/Trauma,psych_fam_dynamics,Family dynamics (conflict/violence/emotional neglect/intergenerational trauma),textarea,,

psych_15,Social History,social_housing,Housing/Living,psych_social_housing,Housing situation (stable/unstable; alone/with others),textarea,,
psych_15,Social History,social_work,Employment/Education,psych_social_work,Employment/education status and issues,textarea,,
psych_15,Social History,social_finance,Financial,psych_social_finance,Financial stressors (debt/job insecurity),textarea,,
psych_15,Social History,social_relationships,Relationships/Support,psych_social_relationships,Relationships and support system,textarea,,
psych_15,Social History,social_lifestyle,Lifestyle,psych_social_lifestyle,Lifestyle (activity/sleep hygiene/diet/substances),textarea,,
psych_15,Social History,social_trauma,Trauma,psych_social_trauma,Trauma history (emotional/physical/sexual/bullying/childhood adversity),textarea,,
psych_15,Social History,social_legal,Legal,psych_social_legal,Legal issues (arrests/custody/ongoing cases),textarea,,
psych_15,Social History,social_cultural,Cultural/Religious/Migration,psych_social_cultural,Cultural or religious factors; migration/language barriers,textarea,,

psych_16,Status Praesens Psychicus (MSE),mse_appearance,Appearance,psych_mse_appearance,Appearance (grooming/hygiene/posture/eye contact),textarea,,"Objective snapshot of current mental state"
psych_16,Status Praesens Psychicus (MSE),mse_behavior,Behavior,psych_mse_behavior,Behavior (cooperative/hostile/withdrawn; agitation/retardation),textarea,,
psych_16,Status Praesens Psychicus (MSE),mse_speech,Speech,psych_mse_speech,"Speech (rate/volume/coherence; logorrhoea/mutism/echolalia)",textarea,,
psych_16,Status Praesens Psychicus (MSE),mse_mood_affect,Mood & Affect,psych_mse_mood,Mood (subjective),text,,
psych_16,Status Praesens Psychicus (MSE),mse_mood_affect,Mood & Affect,psych_mse_affect,"Affect (range: blunted/flat/labile/incongruent)",textarea,,
psych_16,Status Praesens Psychicus (MSE),mse_thought_form,Thought Form,psych_mse_thought_form,"Thought form (coherent/tangential/derailment/flight/neologisms/blocking)",textarea,,
psych_16,Status Praesens Psychicus (MSE),mse_thought_content,Thought Content,psych_mse_thought_content,"Thought content (delusions/suicidal ideation/obsessions/preoccupations)",textarea,,
psych_16,Status Praesens Psychicus (MSE),mse_perception,Perception,psych_mse_perception,Perception (hallucinations type/content/insight),textarea,,
psych_16,Status Praesens Psychicus (MSE),mse_cognition,Cognition,psych_mse_cognition,"Cognition (orientation/attention/memory/abstract thinking)",textarea,,
psych_16,Status Praesens Psychicus (MSE),mse_insight,Insight,psych_mse_insight,Insight (full/partial/none),select,"full|partial|none","Understanding illness and need for treatment"
psych_16,Status Praesens Psychicus (MSE),mse_judgment,Judgment,psych_mse_judgment,Judgment (ability to make safe decisions),select,"intact|impaired|unclear",

psych_17,Status Praesens Generalis (SPG),spg_core,Physical Screening,psych_spg_consciousness,Consciousness level (alert/confused/somnolence/stupor),textarea,,"Rule out organic contributors/emergencies"
psych_17,Status Praesens Generalis (SPG),spg_orientation,Orientation,psych_spg_orientation,Orientation (time/place/person),textarea,,
psych_17,Status Praesens Generalis (SPG),spg_vitals,Vitals,psych_spg_vitals,BP/pulse/RR/temperature,textarea,,
psych_17,Status Praesens Generalis (SPG),spg_general,General appearance,psych_spg_general,"Pallor/jaundice/dehydration/malnutrition",textarea,,
psych_17,Status Praesens Generalis (SPG),spg_neuro,Neurological screening,psych_spg_neuro,"Reflexes/tremor/rigidity/EPS/focal deficits",textarea,,
psych_17,Status Praesens Generalis (SPG),spg_intox,Intoxication/Withdrawal,psych_spg_intox,"Diaphoresis/agitation/tremor/confusion",textarea,,
psych_17,Status Praesens Generalis (SPG),spg_selfharm,Signs of self-harm,psych_spg_selfharm,"Wounds/ligature marks/overdose indicators",textarea,,
psych_17,Status Praesens Generalis (SPG),spg_side_effects,Medication side effects,psych_spg_side_effects,"Dystonia/akathisia/parkinsonism/tardive dyskinesia",textarea,,
psych_17,Status Praesens Generalis (SPG),spg_hydration_nutrition,Hydration/Nutrition,psych_spg_hydration_nutrition,Hydration and nutritional status,textarea,,

psych_18,Working Diagnosis,dx_working,Working Diagnosis,psych_dx_working,Working diagnosis (use syndromes as guidance),textarea,,"Syndromic formulation: emotional/psychotic/interpretation/organic etc."

psych_19,Syndromological Classification,syndromes,Emotional Syndromes,psych_syn_depressive,Depressive syndrome,checkbox,yes,"Cluster of low mood, anhedonia, biological symptoms, and functional impairment."
psych_19,Syndromological Classification,syndromes,Emotional Syndromes,psych_syn_manic,Manic syndrome,checkbox,yes,"Cluster of elevated/irritable mood with increased energy, reduced sleep, and impaired judgment."
psych_19,Syndromological Classification,syndromes,Emotional Syndromes,psych_syn_anxiety,Anxiety syndrome,checkbox,yes,"Cluster of excessive worry, tension, autonomic symptoms, and avoidance."
psych_19,Syndromological Classification,syndromes,Emotional Syndromes,psych_syn_dysphoric,Dysphoric syndrome,checkbox,yes,"Predominantly irritable unpleasant mood with inner tension."
psych_19,Syndromological Classification,syndromes,Emotional Syndromes,psych_syn_apathetic,Apathetic syndrome,checkbox,yes,"Reduced emotional responsiveness and initiative."

psych_19,Syndromological Classification,syndromes,Interpretation Syndromes,psych_syn_paranoid,Paranoid syndrome,checkbox,yes,"Suspiciousness and misinterpretation with possible delusions."
psych_19,Syndromological Classification,syndromes,Interpretation Syndromes,psych_syn_hypochondriac,Hypochondriac syndrome,checkbox,yes,"Preoccupation with illness and bodily concerns disproportionate to findings."
psych_19,Syndromological Classification,syndromes,Interpretation Syndromes,psych_syn_autistic,Autistic syndrome,checkbox,yes,"Withdrawal into inner world with reduced reality engagement."
psych_19,Syndromological Classification,syndromes,Interpretation Syndromes,psych_syn_hallucinatory,Hallucinatory syndrome,checkbox,yes,"Prominent hallucinations as main psychopathology."
psych_19,Syndromological Classification,syndromes,Interpretation Syndromes,psych_syn_dep_dereal,Depersonalization/derealization syndrome,checkbox,yes,"Prominent feelings of unreality regarding self or surroundings."

psych_19,Syndromological Classification,syndromes,Psychotic Syndromes,psych_syn_delusional,Delusional syndrome,checkbox,yes,"Dominant fixed false beliefs shaping behavior."
psych_19,Syndromological Classification,syndromes,Psychotic Syndromes,psych_syn_hallucinatory_psych,Hallucinatory syndrome,checkbox,yes,"Psychotic state where hallucinations drive symptoms."
psych_19,Syndromological Classification,syndromes,Psychotic Syndromes,psych_syn_paranoid_hallucinatory,Paranoid-hallucinatory syndrome,checkbox,yes,"Combined delusions and hallucinations in a psychotic presentation."
psych_19,Syndromological Classification,syndromes,Psychotic Syndromes,psych_syn_catatonic,Catatonic syndrome,checkbox,yes,"Prominent catatonic motor/behavioral abnormalities."
psych_19,Syndromological Classification,syndromes,Psychotic Syndromes,psych_syn_manic_psychosis,Manic psychosis,checkbox,yes,"Manic syndrome with psychotic features (delusions/hallucinations)."
psych_19,Syndromological Classification,syndromes,Psychotic Syndromes,psych_syn_depressive_psychosis,Depressive psychosis,checkbox,yes,"Severe depression with psychotic features (mood-congruent/incongruent)."

psych_19,Syndromological Classification,syndromes,Organic Syndromes,psych_syn_delirium,Delirium,checkbox,yes,"Acute fluctuating cognitive impairment due to medical cause."
psych_19,Syndromological Classification,syndromes,Organic Syndromes,psych_syn_amentia,Amentia,checkbox,yes,"Acute confusion with disorganized thinking and comprehension."
psych_19,Syndromological Classification,syndromes,Organic Syndromes,psych_syn_dementia,Dementia,checkbox,yes,"Progressive cognitive decline with functional deterioration."
psych_19,Syndromological Classification,syndromes,Organic Syndromes,psych_syn_organic_psychosyndrome,Organic psychosyndrome,checkbox,yes,"Mild cognitive and emotional changes due to organic brain dysfunction."

psych_19,Syndromological Classification,syndromes,Asthenic/Neurotic Syndromes,psych_syn_neurasthenic,Neurasthenic syndrome,checkbox,yes,"Fatigue, irritability, and reduced resilience to stress."
psych_19,Syndromological Classification,syndromes,Asthenic/Neurotic Syndromes,psych_syn_neurotic,Neurotic syndrome,checkbox,yes,"Anxiety-related symptoms with preserved reality testing."
psych_19,Syndromological Classification,syndromes,Asthenic/Neurotic Syndromes,psych_syn_somatoform,Somatoform syndrome,checkbox,yes,"Physical symptoms driven by psychological factors without adequate medical explanation."
psych_19,Syndromological Classification,syndromes,Asthenic/Neurotic Syndromes,psych_syn_ocd,Obsessive-compulsive syndrome,checkbox,yes,"Obsessions and/or compulsions causing distress and impairment."
psych_19,Syndromological Classification,summary,Syndrome Notes,psych_syn_notes,Syndromological formulation notes,textarea,,

psych_20,Differential Diagnosis,ddx_psych,Psychiatric,psych_ddx_psych,"Schizophrenia spectrum, bipolar, depressive, personality disorders, anxiety disorders",textarea,,
psych_20,Differential Diagnosis,ddx_organic,Organic/Medical,psych_ddx_organic,"Delirium, dementia, epilepsy, intoxication; neurological/endocrine/metabolic causes",textarea,,
psych_20,Differential Diagnosis,ddx_substance,Substance-induced,psych_ddx_substance,Substance-induced disorders (intoxication/withdrawal),textarea,,
psych_20,Differential Diagnosis,ddx_neuro,Neurological,psych_ddx_neuro,"Epilepsy, brain tumors, meningitis, encephalitis, post-stroke syndromes",textarea,,
psych_20,Differential Diagnosis,ddx_endo,Endocrine/Metabolic,psych_ddx_endo,"Hyperthyroidism (anxiety/psychosis), hypothyroidism (depression), adrenal disorders, hepatic encephalopathy",textarea,,
psych_20,Differential Diagnosis,ddx_infectious,Infectious,psych_ddx_infectious,"HIV, neurosyphilis, Lyme disease",textarea,,
psych_20,Differential Diagnosis,ddx_autoimmune,Autoimmune/Inflammatory,psych_ddx_autoimmune,"Lupus psychosis, autoimmune encephalitis (anti-NMDA-R)",textarea,,
psych_20,Differential Diagnosis,ddx_medication,Medication-induced,psych_ddx_medication,"Corticosteroids, anticholinergics, dopaminergic drugs",textarea,,
psych_20,Differential Diagnosis,ddx_delirium_vs_psychosis,Delirium vs Psychosis,psych_ddx_delirium_vs_psychosis,"Acute onset, fluctuating consciousness, autonomic features vs primary psychosis",textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_hpi,Chief Complaint & HPI - Additional Questions,psych_open_hpi_notice,When did you first notice that something was not quite right?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_hpi,Chief Complaint & HPI - Additional Questions,psych_open_hpi_difference,What was different compared to your usual self?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_hpi,Chief Complaint & HPI - Additional Questions,psych_open_hpi_change_time,How has this changed over time?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_hpi,Chief Complaint & HPI - Additional Questions,psych_open_hpi_context,What was happening in your life around that time?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_hpi,Chief Complaint & HPI - Additional Questions,psych_open_hpi_help_now,What made you decide to seek help now?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_hpi,Chief Complaint & HPI - Additional Questions,psych_open_hpi_impact,How much is this affecting your daily life?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_mood,Mood Exploration - Additional Questions,psych_open_mood_day,What has your typical day felt like emotionally?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mood,Mood Exploration - Additional Questions,psych_open_mood_variation,Are there moments when your mood feels different during the day?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mood,Mood Exploration - Additional Questions,psych_open_mood_enjoyment,Do you still enjoy things the way you used to?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mood,Mood Exploration - Additional Questions,psych_open_mood_self_view,How do you feel about yourself lately?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mood,Mood Exploration - Additional Questions,psych_open_mood_hope,How hopeful do you feel about the future?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mood,Mood Exploration - Additional Questions,psych_open_mood_stability,How stable or unstable has your mood felt?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_biological,Biological or Somatic Changes - Additional Questions,psych_open_bio_sleep_restful,How restful does your sleep feel?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_biological,Biological or Somatic Changes - Additional Questions,psych_open_bio_refreshed,Do you wake feeling refreshed or exhausted?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_biological,Biological or Somatic Changes - Additional Questions,psych_open_bio_appetite_weight_others,Have others noticed changes in your appetite or weight?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_biological,Biological or Somatic Changes - Additional Questions,psych_open_bio_energy_day,How has your physical energy been throughout the day?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_biological,Biological or Somatic Changes - Additional Questions,psych_open_bio_slow_restless,Do you feel slowed down or unusually restless?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_anxiety,Anxiety and Tension - Additional Questions,psych_open_anx_worry_topics,What kinds of things do you find yourself worrying about?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_anxiety,Anxiety and Tension - Additional Questions,psych_open_anx_worry_control,How easy or hard is it to control those worries?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_anxiety,Anxiety and Tension - Additional Questions,psych_open_anx_body_reaction,What happens in your body when anxiety builds up?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_anxiety,Anxiety and Tension - Additional Questions,psych_open_anx_avoidance,Are there situations you now avoid?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_anxiety,Anxiety and Tension - Additional Questions,psych_open_anx_repetitive_relief,Do you find yourself doing things repeatedly to reduce tension?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_mania,Mania or Elevated States - Additional Questions,psych_open_mania_productive,Have there been periods when you felt unusually productive or driven?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mania,Mania or Elevated States - Additional Questions,psych_open_mania_others_notice,Has anyone commented that you seemed different during those times?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mania,Mania or Elevated States - Additional Questions,psych_open_mania_sleep_change,How did your sleep change during those periods?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mania,Mania or Elevated States - Additional Questions,psych_open_mania_confident,Did you feel more confident than usual?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_mania,Mania or Elevated States - Additional Questions,psych_open_mania_consequences,"Looking back, did those periods cause any problems?",textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_psychosis,Psychotic Symptoms - Additional Questions,psych_open_psychosis_special_meaning,Have you ever felt that things around you had special meaning just for you?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_psychosis,Psychotic Symptoms - Additional Questions,psych_open_psychosis_suspicious,Have you felt unusually suspicious of others?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_psychosis,Psychotic Symptoms - Additional Questions,psych_open_psychosis_external_influence,Have your thoughts ever felt influenced by something external?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_psychosis,Psychotic Symptoms - Additional Questions,psych_open_psychosis_thoughts_aloud,Have you heard your thoughts spoken aloud?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_psychosis,Psychotic Symptoms - Additional Questions,psych_open_psychosis_controlled,Have you ever felt controlled or monitored?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_thought_process,Thought Process - Additional Questions,psych_open_thought_crowded,Do your thoughts ever feel crowded or overwhelming?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_thought_process,Thought Process - Additional Questions,psych_open_thought_mid_sentence,Do you ever lose your train of thought mid-sentence?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_thought_process,Thought Process - Additional Questions,psych_open_thought_hard_follow,Do others tell you your speech is hard to follow?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_thought_process,Thought Process - Additional Questions,psych_open_thought_organize,Do you find it hard to organise your ideas?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_risk,Risk Assessment - Additional Questions,psych_open_risk_cope,When things feel overwhelming, how do you cope?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_risk,Risk Assessment - Additional Questions,psych_open_risk_worth_living,Have you ever felt that life was not worth living?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_risk,Risk Assessment - Additional Questions,psych_open_risk_ending_life,Have you ever thought about ending your life?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_risk,Risk Assessment - Additional Questions,psych_open_risk_plans,Have you ever made any plans?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_risk,Risk Assessment - Additional Questions,psych_open_risk_protective,What has stopped you from acting on these thoughts?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_risk,Risk Assessment - Additional Questions,psych_open_risk_safe_now,Do you feel safe right now?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_risk_aggression,Risk Assessment - Aggression Questions,psych_open_risk_aggr_losing_control,Have you ever felt close to losing control?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_risk_aggression,Risk Assessment - Aggression Questions,psych_open_risk_aggr_harm_others,Have you thought about harming someone?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_cognition,Cognition - Additional Questions,psych_open_cog_memory_change,Have you noticed changes in your memory compared to before?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_cognition,Cognition - Additional Questions,psych_open_cog_confused_time_place,Do you ever feel confused about time or place?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_cognition,Cognition - Additional Questions,psych_open_cog_focus_reading,Do you struggle to focus on reading or conversations?,textarea,,
