id,type,latin,language,preferred_term,aliases,status,source_refs
bone_metatarsals,bone_group,ossa metatarsi,sk,priehlavkové kosti,,seed_needs_review,terminology_seed_v2.2
bone_metatarsals,bone_group,ossa metatarsi,de,Mittelfußknochen,,seed_needs_review,terminology_seed_v2.2
bone_foot_phalanges,bone_group,phalanges pedis,sk,články prstov nohy,,seed_needs_review,terminology_seed_v2.2
bone_foot_phalanges,bone_group,phalanges pedis,de,Zehenknochen,,seed_needs_review,terminology_seed_v2.2
joint_temporomandibular,joint,articulatio temporomandibularis,sk,čeľustný kĺb,,seed_needs_review,terminology_seed_v2.2
joint_temporomandibular,joint,articulatio temporomandibularis,de,Kiefergelenk,,seed_needs_review,terminology_seed_v2.2
joint_wrist,joint,articulatio radiocarpalis,sk,zápästný kĺb,,seed_needs_review,terminology_seed_v2.2
joint_wrist,joint,articulatio radiocarpalis,de,Handgelenk,,seed_needs_review,terminology_seed_v2.2
joint_ankle,joint,articulatio talocruralis,sk,horný členkový kĺb,,seed_needs_review,terminology_seed_v2.2
joint_ankle,joint,articulatio talocruralis,de,oberes Sprunggelenk,,seed_needs_review,terminology_seed_v2.2
joint_sacroiliac,joint,articulatio sacroiliaca,de,Iliosakralgelenk,Sakroiliakalgelenk; Kreuz-Darmbein-Gelenk,seed_needs_review,terminology_seed_v2.2
ligament_acl,ligament,ligamentum cruciatum anterius,sk,predný skrížený väz,,seed_needs_review,terminology_seed_v2.2
ligament_acl,ligament,ligamentum cruciatum anterius,de,vorderes Kreuzband,,seed_needs_review,terminology_seed_v2.2
ligament_pcl,ligament,ligamentum cruciatum posterius,sk,zadný skrížený väz,,seed_needs_review,terminology_seed_v2.2
ligament_pcl,ligament,ligamentum cruciatum posterius,de,hinteres Kreuzband,,seed_needs_review,terminology_seed_v2.2
ligament_inguinal,ligament,ligamentum inguinale,sk,slabinový väz,,seed_needs_review,terminology_seed_v2.2
ligament_inguinal,ligament,ligamentum inguinale,de,Leistenband,,seed_needs_review,terminology_seed_v2.2
artery_brachiocephalic_trunk,artery,truncus brachiocephalicus,sk,ramennohlavový kmeň,,seed_needs_review,terminology_seed_v2.2
artery_brachiocephalic_trunk,artery,truncus brachiocephalicus,de,Arm-Kopf-Stamm,,seed_needs_review,terminology_seed_v2.2
artery_vertebral,artery,arteria vertebralis,sk,stavcová tepna,,seed_needs_review,terminology_seed_v2.2
artery_vertebral,artery,arteria vertebralis,de,Wirbelarterie,,seed_needs_review,terminology_seed_v2.2
artery_basilar,artery,arteria basilaris,sk,bazilárna tepna,,seed_needs_review,terminology_seed_v2.2
artery_basilar,artery,arteria basilaris,de,Basilararterie,,seed_needs_review,terminology_seed_v2.2
artery_anterior_cerebral,artery,arteria cerebri anterior,sk,predná mozgová tepna,,seed_needs_review,terminology_seed_v2.2
artery_anterior_cerebral,artery,arteria cerebri anterior,de,vordere Hirnarterie,,seed_needs_review,terminology_seed_v2.2
artery_middle_cerebral,artery,arteria cerebri media,sk,stredná mozgová tepna,,seed_needs_review,terminology_seed_v2.2
artery_middle_cerebral,artery,arteria cerebri media,de,mittlere Hirnarterie,,seed_needs_review,terminology_seed_v2.2
artery_posterior_cerebral,artery,arteria cerebri posterior,sk,zadná mozgová tepna,,seed_needs_review,terminology_seed_v2.2
artery_posterior_cerebral,artery,arteria cerebri posterior,de,hintere Hirnarterie,,seed_needs_review,terminology_seed_v2.2
artery_anterior_communicating,artery,arteria communicans anterior,sk,predná spojovacia tepna,,seed_needs_review,terminology_seed_v2.2
artery_anterior_communicating,artery,arteria communicans anterior,de,vordere Verbindungsarterie,,seed_needs_review,terminology_seed_v2.2
artery_posterior_communicating,artery,arteria communicans posterior,sk,zadná spojovacia tepna,,seed_needs_review,terminology_seed_v2.2
artery_posterior_communicating,artery,arteria communicans posterior,de,hintere Verbindungsarterie,,seed_needs_review,terminology_seed_v2.2
artery_ophthalmic,artery,arteria ophthalmica,sk,očná tepna,,seed_needs_review,terminology_seed_v2.2
artery_ophthalmic,artery,arteria ophthalmica,de,Augenarterie,,seed_needs_review,terminology_seed_v2.2
artery_middle_meningeal,artery,arteria meningea media,sk,stredná meningeálna tepna,,seed_needs_review,terminology_seed_v2.2
artery_middle_meningeal,artery,arteria meningea media,de,mittlere Hirnhautarterie,,seed_needs_review,terminology_seed_v2.2
artery_facial,artery,arteria facialis,sk,tvárová tepna,,seed_needs_review,terminology_seed_v2.2
artery_facial,artery,arteria facialis,de,Gesichtsarterie,,seed_needs_review,terminology_seed_v2.2
artery_lingual,artery,arteria lingualis,sk,jazyková tepna,,seed_needs_review,terminology_seed_v2.2
artery_lingual,artery,arteria lingualis,de,Zungenarterie,,seed_needs_review,terminology_seed_v2.2
artery_maxillary,artery,arteria maxillaris,sk,čeľustná tepna,,seed_needs_review,terminology_seed_v2.2
artery_maxillary,artery,arteria maxillaris,de,Oberkieferarterie,,seed_needs_review,terminology_seed_v2.2
artery_superficial_temporal,artery,arteria temporalis superficialis,sk,povrchová spánková tepna,,seed_needs_review,terminology_seed_v2.2
artery_superficial_temporal,artery,arteria temporalis superficialis,de,oberflächliche Schläfenarterie,,seed_needs_review,terminology_seed_v2.2
artery_occipital,artery,arteria occipitalis,sk,záhlavová tepna,,seed_needs_review,terminology_seed_v2.2
artery_occipital,artery,arteria occipitalis,de,Hinterhauptarterie,,seed_needs_review,terminology_seed_v2.2
artery_internal_thoracic,artery,arteria thoracica interna,sk,vnútorná hrudníková tepna,,seed_needs_review,terminology_seed_v2.2
artery_internal_thoracic,artery,arteria thoracica interna,de,innere Brustkorbarterie,,seed_needs_review,terminology_seed_v2.2
artery_intercostal_posterior,artery,arteriae intercostales posteriores,sk,zadné medzirebrové tepny,,seed_needs_review,terminology_seed_v2.2
artery_intercostal_posterior,artery,arteriae intercostales posteriores,de,hintere Zwischenrippenarterien,,seed_needs_review,terminology_seed_v2.2
artery_profunda_brachii,artery,arteria profunda brachii,sk,hĺbková ramenná tepna,,seed_needs_review,terminology_seed_v2.2
artery_profunda_brachii,artery,arteria profunda brachii,de,tiefe Oberarmarterie,,seed_needs_review,terminology_seed_v2.2
artery_posterior_circumflex_humeral,artery,arteria circumflexa humeri posterior,sk,zadná obkružujúca ramenná tepna,,seed_needs_review,terminology_seed_v2.2
artery_posterior_circumflex_humeral,artery,arteria circumflexa humeri posterior,de,hintere Oberarmumgehungsarterie,,seed_needs_review,terminology_seed_v2.2
artery_renal,artery,arteria renalis,sk,obličková tepna,,seed_needs_review,terminology_seed_v2.2
artery_renal,artery,arteria renalis,de,Nierenarterie,,seed_needs_review,terminology_seed_v2.2
artery_suprarenal_middle,artery,arteria suprarenalis media,sk,stredná nadobličková tepna,,seed_needs_review,terminology_seed_v2.2
artery_suprarenal_middle,artery,arteria suprarenalis media,de,mittlere Nebennierenarterie,,seed_needs_review,terminology_seed_v2.2
artery_gonadal,artery,arteria testicularis/ovarica,sk,gonadálna tepna,,seed_needs_review,terminology_seed_v2.2
artery_gonadal,artery,arteria testicularis/ovarica,de,Keimdrüsenarterie,,seed_needs_review,terminology_seed_v2.2
artery_left_gastric,artery,arteria gastrica sinistra,sk,ľavá žalúdková tepna,,seed_needs_review,terminology_seed_v2.2
artery_left_gastric,artery,arteria gastrica sinistra,de,linke Magenarterie,,seed_needs_review,terminology_seed_v2.2
artery_splenic,artery,arteria splenica,sk,slezinová tepna,,seed_needs_review,terminology_seed_v2.2
artery_splenic,artery,arteria splenica,de,Milzarterie,,seed_needs_review,terminology_seed_v2.2
artery_common_hepatic,artery,arteria hepatica communis,sk,spoločná pečeňová tepna,,seed_needs_review,terminology_seed_v2.2
artery_common_hepatic,artery,arteria hepatica communis,de,gemeinsame Leberarterie,,seed_needs_review,terminology_seed_v2.2
artery_proper_hepatic,artery,arteria hepatica propria,sk,vlastná pečeňová tepna,,seed_needs_review,terminology_seed_v2.2
artery_proper_hepatic,artery,arteria hepatica propria,de,eigentliche Leberarterie,,seed_needs_review,terminology_seed_v2.2
artery_gastroduodenal,artery,arteria gastroduodenalis,sk,žalúdkovo-dvanástniková tepna,,seed_needs_review,terminology_seed_v2.2
artery_gastroduodenal,artery,arteria gastroduodenalis,de,Magen-Zwölffingerdarm-Arterie,,seed_needs_review,terminology_seed_v2.2
artery_appendicular,artery,arteria appendicularis,sk,tepna červovitého prívesku,,seed_needs_review,terminology_seed_v2.2
artery_appendicular,artery,arteria appendicularis,de,Appendixarterie,,seed_needs_review,terminology_seed_v2.2
artery_deep_femoral,artery,arteria profunda femoris,sk,hĺbková stehenná tepna,,seed_needs_review,terminology_seed_v2.2
artery_deep_femoral,artery,arteria profunda femoris,de,tiefe Oberschenkelarterie,,seed_needs_review,terminology_seed_v2.2
artery_medial_circumflex_femoral,artery,arteria circumflexa femoris medialis,sk,vnútorná obkružujúca stehenná tepna,,seed_needs_review,terminology_seed_v2.2
artery_medial_circumflex_femoral,artery,arteria circumflexa femoris medialis,de,mediale Oberschenkelumgehungsarterie,,seed_needs_review,terminology_seed_v2.2
artery_lateral_circumflex_femoral,artery,arteria circumflexa femoris lateralis,sk,vonkajšia obkružujúca stehenná tepna,,seed_needs_review,terminology_seed_v2.2
artery_lateral_circumflex_femoral,artery,arteria circumflexa femoris lateralis,de,laterale Oberschenkelumgehungsarterie,,seed_needs_review,terminology_seed_v2.2
artery_fibular,artery,arteria fibularis,sk,ihlicová tepna,,seed_needs_review,terminology_seed_v2.2
artery_fibular,artery,arteria fibularis,de,Wadenbeinarterie,,seed_needs_review,terminology_seed_v2.2
artery_dorsalis_pedis,artery,arteria dorsalis pedis,sk,chrbtová tepna nohy,,seed_needs_review,terminology_seed_v2.2
artery_dorsalis_pedis,artery,arteria dorsalis pedis,de,Fußrückenarterie,,seed_needs_review,terminology_seed_v2.2
vein_azygos,vein,vena azygos,sk,nepárová žila,,seed_needs_review,terminology_seed_v2.2
vein_azygos,vein,vena azygos,de,Azygosvene,,seed_needs_review,terminology_seed_v2.2
vein_hemiazygos,vein,vena hemiazygos,sk,polonepárová žila,,seed_needs_review,terminology_seed_v2.2
vein_hemiazygos,vein,vena hemiazygos,de,Hemiazygosvene,,seed_needs_review,terminology_seed_v2.2
vein_accessory_hemiazygos,vein,vena hemiazygos accessoria,sk,prídavná polonepárová žila,,seed_needs_review,terminology_seed_v2.2
vein_accessory_hemiazygos,vein,vena hemiazygos accessoria,de,akzessorische Hemiazygosvene,,seed_needs_review,terminology_seed_v2.2
vein_renal,vein,vena renalis,sk,obličková žila,,seed_needs_review,terminology_seed_v2.2
vein_renal,vein,vena renalis,de,Nierenvene,,seed_needs_review,terminology_seed_v2.2
vein_hepatic,vein,venae hepaticae,sk,pečeňové žily,,seed_needs_review,terminology_seed_v2.2
vein_hepatic,vein,venae hepaticae,de,Lebervenen,,seed_needs_review,terminology_seed_v2.2
vein_splenic,vein,vena splenica,sk,slezinová žila,,seed_needs_review,terminology_seed_v2.2
vein_splenic,vein,vena splenica,de,Milzvene,,seed_needs_review,terminology_seed_v2.2
vein_superior_mesenteric,vein,vena mesenterica superior,sk,horná mezenterická žila,,seed_needs_review,terminology_seed_v2.2
vein_superior_mesenteric,vein,vena mesenterica superior,de,obere Mesenterialvene,,seed_needs_review,terminology_seed_v2.2
vein_inferior_mesenteric,vein,vena mesenterica inferior,sk,dolná mezenterická žila,,seed_needs_review,terminology_seed_v2.2
vein_inferior_mesenteric,vein,vena mesenterica inferior,de,untere Mesenterialvene,,seed_needs_review,terminology_seed_v2.2
vein_external_iliac,vein,vena iliaca externa,sk,vonkajšia bedrová žila,,seed_needs_review,terminology_seed_v2.2
vein_external_iliac,vein,vena iliaca externa,de,äußere Darmbeinvene,,seed_needs_review,terminology_seed_v2.2
vein_internal_iliac,vein,vena iliaca interna,sk,vnútorná bedrová žila,,seed_needs_review,terminology_seed_v2.2
vein_internal_iliac,vein,vena iliaca interna,de,innere Darmbeinvene,,seed_needs_review,terminology_seed_v2.2
vein_common_iliac,vein,vena iliaca communis,sk,spoločná bedrová žila,,seed_needs_review,terminology_seed_v2.2
vein_common_iliac,vein,vena iliaca communis,de,gemeinsame Darmbeinvene,,seed_needs_review,terminology_seed_v2.2
vein_small_saphenous,vein,vena saphena parva,sk,malá skrytá žila,,seed_needs_review,terminology_seed_v2.2
vein_small_saphenous,vein,vena saphena parva,de,kleine Rosenvene,Vena saphena parva,seed_needs_review,terminology_seed_v2.2
vein_popliteal,vein,vena poplitea,sk,zákolenná žila,,seed_needs_review,terminology_seed_v2.2
vein_popliteal,vein,vena poplitea,de,Kniekehlenvene,,seed_needs_review,terminology_seed_v2.2
sinus_superior_sagittal,venous_sinus,sinus sagittalis superior,sk,horný šípový splav,,seed_needs_review,terminology_seed_v2.2
sinus_superior_sagittal,venous_sinus,sinus sagittalis superior,de,oberer Sagittalsinus,,seed_needs_review,terminology_seed_v2.2
sinus_inferior_sagittal,venous_sinus,sinus sagittalis inferior,sk,dolný šípový splav,,seed_needs_review,terminology_seed_v2.2
sinus_inferior_sagittal,venous_sinus,sinus sagittalis inferior,de,unterer Sagittalsinus,,seed_needs_review,terminology_seed_v2.2
sinus_straight,venous_sinus,sinus rectus,sk,priamy splav,,seed_needs_review,terminology_seed_v2.2
sinus_straight,venous_sinus,sinus rectus,de,gerader Sinus,,seed_needs_review,terminology_seed_v2.2
sinus_transverse,venous_sinus,sinus transversus,sk,priečny splav,,seed_needs_review,terminology_seed_v2.2
sinus_transverse,venous_sinus,sinus transversus,de,Quersinus,,seed_needs_review,terminology_seed_v2.2
sinus_sigmoid,venous_sinus,sinus sigmoideus,sk,esovitý splav,,seed_needs_review,terminology_seed_v2.2
sinus_sigmoid,venous_sinus,sinus sigmoideus,de,Sigmoidsinus,,seed_needs_review,terminology_seed_v2.2
sinus_superior_petrosal,venous_sinus,sinus petrosus superior,sk,horný skalný splav,,seed_needs_review,terminology_seed_v2.2
sinus_superior_petrosal,venous_sinus,sinus petrosus superior,de,oberer Felsenbeinsinus,,seed_needs_review,terminology_seed_v2.2
sinus_inferior_petrosal,venous_sinus,sinus petrosus inferior,sk,dolný skalný splav,,seed_needs_review,terminology_seed_v2.2
sinus_inferior_petrosal,venous_sinus,sinus petrosus inferior,de,unterer Felsenbeinsinus,,seed_needs_review,terminology_seed_v2.2
nerve_long_thoracic,nerve,nervus thoracicus longus,sk,dlhý hrudníkový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_long_thoracic,nerve,nervus thoracicus longus,de,langer Brustnerv,,seed_needs_review,terminology_seed_v2.2
nerve_suprascapular,nerve,nervus suprascapularis,sk,nadlopatkový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_suprascapular,nerve,nervus suprascapularis,de,Suprascapularisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_lateral_pectoral,nerve,nervus pectoralis lateralis,sk,bočný prsný nerv,,seed_needs_review,terminology_seed_v2.2
nerve_lateral_pectoral,nerve,nervus pectoralis lateralis,de,lateraler Brustnerv,,seed_needs_review,terminology_seed_v2.2
nerve_medial_pectoral,nerve,nervus pectoralis medialis,sk,vnútorný prsný nerv,,seed_needs_review,terminology_seed_v2.2
nerve_medial_pectoral,nerve,nervus pectoralis medialis,de,medialer Brustnerv,,seed_needs_review,terminology_seed_v2.2
nerve_thoracodorsal,nerve,nervus thoracodorsalis,sk,hrudnochrbtový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_thoracodorsal,nerve,nervus thoracodorsalis,de,Thoracodorsalisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_subscapular_upper,nerve,nervus subscapularis superior,sk,horný podlopatkový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_subscapular_upper,nerve,nervus subscapularis superior,de,oberer Subscapularisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_subscapular_lower,nerve,nervus subscapularis inferior,sk,dolný podlopatkový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_subscapular_lower,nerve,nervus subscapularis inferior,de,unterer Subscapularisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_lateral_femoral_cutaneous,nerve,nervus cutaneus femoris lateralis,sk,bočný kožný nerv stehna,,seed_needs_review,terminology_seed_v2.2
nerve_lateral_femoral_cutaneous,nerve,nervus cutaneus femoris lateralis,de,lateraler Oberschenkelhautnerv,,seed_needs_review,terminology_seed_v2.2
nerve_saphenous,nerve,nervus saphenus,de,Saphenusnerv,,seed_needs_review,terminology_seed_v2.2
nerve_superior_gluteal,nerve,nervus gluteus superior,sk,horný sedací nerv,,seed_needs_review,terminology_seed_v2.2
nerve_superior_gluteal,nerve,nervus gluteus superior,de,oberer Gesäßnerv,,seed_needs_review,terminology_seed_v2.2
nerve_inferior_gluteal,nerve,nervus gluteus inferior,sk,dolný sedací nerv,,seed_needs_review,terminology_seed_v2.2
nerve_inferior_gluteal,nerve,nervus gluteus inferior,de,unterer Gesäßnerv,,seed_needs_review,terminology_seed_v2.2
nerve_pudendal,nerve,nervus pudendus,sk,ohambný nerv,,seed_needs_review,terminology_seed_v2.2
nerve_pudendal,nerve,nervus pudendus,de,Pudendusnerv,,seed_needs_review,terminology_seed_v2.2
nerve_phrenic,nerve,nervus phrenicus,sk,bránicový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_phrenic,nerve,nervus phrenicus,de,Zwerchfellnerv,,seed_needs_review,terminology_seed_v2.2
plexus_cervical,nerve_plexus,plexus cervicalis,de,Halsgeflecht,,seed_needs_review,terminology_seed_v2.2
nerve_recurrent_laryngeal,nerve,nervus laryngeus recurrens,sk,zvratný hrtanový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_recurrent_laryngeal,nerve,nervus laryngeus recurrens,de,rückläufiger Kehlkopfnerv,,seed_needs_review,terminology_seed_v2.2
nerve_superior_laryngeal,nerve,nervus laryngeus superior,sk,horný hrtanový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_superior_laryngeal,nerve,nervus laryngeus superior,de,oberer Kehlkopfnerv,,seed_needs_review,terminology_seed_v2.2
structure_sympathetic_trunk,autonomic_structure,truncus sympathicus,sk,sympatikový kmeň,,seed_needs_review,terminology_seed_v2.2
structure_sympathetic_trunk,autonomic_structure,truncus sympathicus,de,Grenzstrang,,seed_needs_review,terminology_seed_v2.2
structure_celiac_plexus,autonomic_structure,plexus coeliacus,sk,brušný pletenec,,seed_needs_review,terminology_seed_v2.2
structure_celiac_plexus,autonomic_structure,plexus coeliacus,de,Plexus coeliacus,,seed_needs_review,terminology_seed_v2.2
structure_pelvic_splanchnic,autonomic_structure,nervi splanchnici pelvici,sk,panvové útrobné nervy,,seed_needs_review,terminology_seed_v2.2
structure_pelvic_splanchnic,autonomic_structure,nervi splanchnici pelvici,de,Beckeneingeweidenerven,,seed_needs_review,terminology_seed_v2.2
foramen_cribriform_plate,foramen,foramina laminae cribrosae,sk,otvory čuchovej platničky,,seed_needs_review,terminology_seed_v2.2
foramen_cribriform_plate,foramen,foramina laminae cribrosae,de,Siebbeinlöcher,,seed_needs_review,terminology_seed_v2.2
canal_carotid,canal,canalis caroticus,sk,kanál vnútornej krčnice,,seed_needs_review,terminology_seed_v2.2
canal_carotid,canal,canalis caroticus,de,Karotiskanal,,seed_needs_review,terminology_seed_v2.2
meatus_internal_acoustic,canal,meatus acusticus internus,sk,vnútorný zvukovod,,seed_needs_review,terminology_seed_v2.2
meatus_internal_acoustic,canal,meatus acusticus internus,de,innerer Gehörgang,,seed_needs_review,terminology_seed_v2.2
foramen_stylomastoid,foramen,foramen stylomastoideum,sk,ihlobradavkový otvor,,seed_needs_review,terminology_seed_v2.2
foramen_stylomastoid,foramen,foramen stylomastoideum,de,Griffelfortsatz-Warzenfortsatz-Loch,,seed_needs_review,terminology_seed_v2.2
foramen_lacerum,foramen,foramen lacerum,sk,roztrhnutý otvor,,seed_needs_review,terminology_seed_v2.2
foramen_lacerum,foramen,foramen lacerum,de,zerrissenes Loch,,seed_needs_review,terminology_seed_v2.2
foramen_infraorbital,foramen,foramen infraorbitale,de,Unteraugenhöhlenloch,,seed_needs_review,terminology_seed_v2.2
foramen_mental,foramen,foramen mentale,sk,bradový otvor,,seed_needs_review,terminology_seed_v2.2
foramen_mental,foramen,foramen mentale,de,Kinnloch,,seed_needs_review,terminology_seed_v2.2
foramen_mandibular,foramen,foramen mandibulae,sk,sánkový otvor,,seed_needs_review,terminology_seed_v2.2
foramen_mandibular,foramen,foramen mandibulae,de,Unterkieferloch,,seed_needs_review,terminology_seed_v2.2
foramen_greater_palatine,foramen,foramen palatinum majus,sk,veľký podnebný otvor,,seed_needs_review,terminology_seed_v2.2
foramen_greater_palatine,foramen,foramen palatinum majus,de,großes Gaumenloch,,seed_needs_review,terminology_seed_v2.2
foramen_lesser_palatine,foramen,foramina palatina minora,sk,malé podnebné otvory,,seed_needs_review,terminology_seed_v2.2
foramen_lesser_palatine,foramen,foramina palatina minora,de,kleine Gaumenlöcher,,seed_needs_review,terminology_seed_v2.2
fissure_pterygomaxillary,fissure,fissura pterygomaxillaris,sk,krídlovočeľustná štrbina,,seed_needs_review,terminology_seed_v2.2
fissure_pterygomaxillary,fissure,fissura pterygomaxillaris,de,Flügelkiefer-Spalte,,seed_needs_review,terminology_seed_v2.2
space_cubital_fossa,space,fossa cubitalis,sk,lakťová jama,,seed_needs_review,terminology_seed_v2.2
space_cubital_fossa,space,fossa cubitalis,de,Ellenbeuge,,seed_needs_review,terminology_seed_v2.2
space_femoral_triangle,space,trigonum femorale,sk,stehenný trojuholník,,seed_needs_review,terminology_seed_v2.2
space_femoral_triangle,space,trigonum femorale,de,Schenkeldreieck,,seed_needs_review,terminology_seed_v2.2
space_carpal_tunnel,space,canalis carpi,sk,karpálny tunel,,seed_needs_review,terminology_seed_v2.2
space_carpal_tunnel,space,canalis carpi,de,Karpaltunnel,,seed_needs_review,terminology_seed_v2.2
space_quadrangular,space,spatium quadrangulare,sk,štvorhranný priestor,,seed_needs_review,terminology_seed_v2.2
space_quadrangular,space,spatium quadrangulare,de,viereckige Lücke,,seed_needs_review,terminology_seed_v2.2
space_adductor_canal,space,canalis adductorius,de,Adduktorenkanal,,seed_needs_review,terminology_seed_v2.2
organ_tongue,organ,lingua,sk,jazyk,,seed_needs_review,terminology_seed_v2.2
organ_tongue,organ,lingua,de,Zunge,,seed_needs_review,terminology_seed_v2.2
gland_parotid,salivary_gland,glandula parotidea,sk,príušná slinná žľaza,,seed_needs_review,terminology_seed_v2.2
gland_parotid,salivary_gland,glandula parotidea,de,Ohrspeicheldrüse,,seed_needs_review,terminology_seed_v2.2
gland_submandibular,salivary_gland,glandula submandibularis,sk,podčeľustná slinná žľaza,,seed_needs_review,terminology_seed_v2.2
gland_submandibular,salivary_gland,glandula submandibularis,de,Unterkieferspeicheldrüse,,seed_needs_review,terminology_seed_v2.2
gland_sublingual,salivary_gland,glandula sublingualis,sk,podjazyková slinná žľaza,,seed_needs_review,terminology_seed_v2.2
gland_sublingual,salivary_gland,glandula sublingualis,de,Unterzungenspeicheldrüse,,seed_needs_review,terminology_seed_v2.2
organ_pharynx,organ,pharynx,sk,hltan,,seed_needs_review,terminology_seed_v2.2
organ_pharynx,organ,pharynx,de,Rachen,,seed_needs_review,terminology_seed_v2.2
organ_oesophagus,organ,oesophagus,de,Speiseröhre,,seed_needs_review,terminology_seed_v2.2
organ_duodenum,organ,duodenum,sk,dvanástnik,,seed_needs_review,terminology_seed_v2.2
organ_duodenum,organ,duodenum,de,Zwölffingerdarm,,seed_needs_review,terminology_seed_v2.2
organ_jejunum,organ,jejunum,sk,lačník,,seed_needs_review,terminology_seed_v2.2
organ_jejunum,organ,jejunum,de,Leerdarm,,seed_needs_review,terminology_seed_v2.2
organ_ileum,organ,ileum,sk,bedrovník,,seed_needs_review,terminology_seed_v2.2
organ_ileum,organ,ileum,de,Krummdarm,,seed_needs_review,terminology_seed_v2.2
organ_cecum,organ,caecum,sk,slepé črevo,,seed_needs_review,terminology_seed_v2.2
organ_cecum,organ,caecum,de,Blinddarm,,seed_needs_review,terminology_seed_v2.2
organ_appendix,organ,appendix vermiformis,de,Wurmfortsatz,,seed_needs_review,terminology_seed_v2.2
organ_colon_ascending,organ,colon ascendens,sk,vzostupný tračník,,seed_needs_review,terminology_seed_v2.2
organ_colon_ascending,organ,colon ascendens,de,Colon ascendens,,seed_needs_review,terminology_seed_v2.2
organ_colon_transverse,organ,colon transversum,sk,priečny tračník,,seed_needs_review,terminology_seed_v2.2
organ_colon_transverse,organ,colon transversum,de,Colon transversum,,seed_needs_review,terminology_seed_v2.2
organ_colon_descending,organ,colon descendens,sk,zostupný tračník,,seed_needs_review,terminology_seed_v2.2
organ_colon_descending,organ,colon descendens,de,Colon descendens,,seed_needs_review,terminology_seed_v2.2
organ_colon_sigmoid,organ,colon sigmoideum,sk,esovitý tračník,,seed_needs_review,terminology_seed_v2.2
organ_colon_sigmoid,organ,colon sigmoideum,de,Sigma,,seed_needs_review,terminology_seed_v2.2
organ_rectum,organ,rectum,de,Mastdarm,,seed_needs_review,terminology_seed_v2.2
organ_gallbladder,organ,vesica biliaris,sk,žlčník,,seed_needs_review,terminology_seed_v2.2
organ_gallbladder,organ,vesica biliaris,de,Gallenblase,,seed_needs_review,terminology_seed_v2.2
organ_spleen,organ,splen,sk,slezina,,seed_needs_review,terminology_seed_v2.2
organ_spleen,organ,splen,de,Milz,,seed_needs_review,terminology_seed_v2.2
gland_suprarenal,endocrine_gland,glandula suprarenalis,sk,nadoblička,nadobličková žľaza,seed_needs_review,terminology_seed_v2.2
gland_suprarenal,endocrine_gland,glandula suprarenalis,de,Nebenniere,,seed_needs_review,terminology_seed_v2.2
organ_testis,organ,testis,sk,semenník,,seed_needs_review,terminology_seed_v2.2
organ_testis,organ,testis,de,Hoden,,seed_needs_review,terminology_seed_v2.2
organ_epididymis,organ,epididymis,sk,nadsemenník,,seed_needs_review,terminology_seed_v2.2
organ_epididymis,organ,epididymis,de,Nebenhoden,,seed_needs_review,terminology_seed_v2.2
duct_ductus_deferens,duct,ductus deferens,sk,semenovod,,seed_needs_review,terminology_seed_v2.2
duct_ductus_deferens,duct,ductus deferens,de,Samenleiter,,seed_needs_review,terminology_seed_v2.2
gland_prostate,organ,prostata,sk,prostata,,seed_needs_review,terminology_seed_v2.2
gland_prostate,organ,prostata,de,Prostata,,seed_needs_review,terminology_seed_v2.2
organ_ovary,organ,ovarium,sk,vaječník,,seed_needs_review,terminology_seed_v2.2
organ_ovary,organ,ovarium,de,Eierstock,,seed_needs_review,terminology_seed_v2.2
organ_uterine_tube,organ,tuba uterina,sk,vajíčkovod,,seed_needs_review,terminology_seed_v2.2
organ_uterine_tube,organ,tuba uterina,de,Eileiter,,seed_needs_review,terminology_seed_v2.2
organ_uterus,organ,uterus,sk,maternica,,seed_needs_review,terminology_seed_v2.2
organ_uterus,organ,uterus,de,Gebärmutter,,seed_needs_review,terminology_seed_v2.2
organ_vagina,organ,vagina,sk,pošva,,seed_needs_review,terminology_seed_v2.2
organ_vagina,organ,vagina,de,Scheide,,seed_needs_review,terminology_seed_v2.2
structure_urethra,duct,urethra,sk,močová rúra,,seed_needs_review,terminology_seed_v2.2
structure_urethra,duct,urethra,de,Harnröhre,,seed_needs_review,terminology_seed_v2.2
gland_pituitary,endocrine_gland,hypophysis,sk,podmozgová žľaza,hypofýza,seed_needs_review,terminology_seed_v2.2
gland_pituitary,endocrine_gland,hypophysis,de,Hirnanhangsdrüse,Hypophyse,seed_needs_review,terminology_seed_v2.2
gland_thyroid,endocrine_gland,glandula thyroidea,sk,štítna žľaza,,seed_needs_review,terminology_seed_v2.2
gland_thyroid,endocrine_gland,glandula thyroidea,de,Schilddrüse,,seed_needs_review,terminology_seed_v2.2
gland_parathyroid,endocrine_gland,glandulae parathyroideae,sk,prištítne telieska,,seed_needs_review,terminology_seed_v2.2
